category_id,views,likes,dislikes,comments_disabled,ratings_disabled,is_weekend
24,93771,1782,392,False,False,False
24,83208,134,26,False,False,False
25,94245,163,45,False,False,False
22,229299,201,59,False,False,False
23,281947,10178,292,False,False,False
24,70238,115,35,False,False,False
24,64207,227,81,False,False,False
24,314989,1189,236,False,False,False
25,31108,231,27,False,False,False
24,184729,5146,103,False,False,False
10,12023527,519160,101457,False,False,False
27,73860,4330,391,False,False,False
22,343340,1975,1205,False,False,False
25,62201,477,83,False,False,False
27,57469,1695,193,False,False,False
24,50734,960,21,False,False,False
24,245329,4514,305,False,False,False
24,135510,468,69,False,False,False
24,49059,934,125,False,False,False
24,44925,96,13,False,False,False
24,140633,2903,172,False,False,False
23,429945,12838,1805,False,False,False
10,2643583,135304,3178,False,False,True
1,2001306,3233,1597,False,False,False
24,5655435,281808,13313,False,False,False
24,2246384,35850,2480,False,False,False
10,894707,49594,6946,False,False,True
23,868892,36042,3467,False,False,False
22,959284,5737,534,False,False,False
25,854629,5474,672,False,False,False
24,428430,8112,2889,False,False,False
23,4340826,266805,9065,False,False,False
23,998944,29888,722,False,False,False
23,876616,76651,593,False,False,False
1,593668,10932,2025,False,False,False
24,451157,3019,182,False,False,True
10,711865,9241,1372,False,False,False
24,402980,10597,844,False,False,True
24,845500,23275,1886,False,False,False
24,198029,1343,329,True,False,True
24,814172,6761,1064,False,False,True
24,1233237,16939,1022,False,False,False
1,1533893,3100,1408,False,False,False
24,2950999,65372,2760,False,False,False
25,964885,5501,1574,False,False,False
24,246772,4204,695,False,False,False
1,1149650,14847,6033,False,False,False
24,371335,5194,768,False,False,False
24,3541028,26966,1504,False,False,False
24,346910,2154,362,False,False,True
24,2241545,11525,1622,False,False,False
24,660713,6550,771,False,False,True
24,263316,625,184,False,False,False
25,617828,4776,576,False,False,False
23,289354,8325,319,False,False,True
24,719505,2337,362,False,False,False
23,272911,18674,140,False,False,True
10,9500472,167629,2185,False,False,False
10,640545,11821,363,False,False,False
24,401195,2701,241,False,False,False
24,1198862,7102,587,False,False,True
24,220717,1725,125,False,False,True
22,155397,1593,278,False,False,True
24,10888523,168908,4593,False,False,False
24,209128,543,284,False,False,True
1,10860875,179729,5288,False,False,False
24,134052,324,109,False,False,True
10,8997469,125521,4693,False,False,False
24,71830,12795,75,False,False,True
23,788959,124527,2321,False,False,False
17,1643957,11099,942,False,False,True
25,309507,2792,213,False,False,False
23,654691,4040,498,False,False,False
24,491149,17967,738,False,False,False
1,156262,4170,279,False,False,True
25,1951011,6062,2870,False,False,False
1,878789,9648,731,False,False,True
25,389564,3298,953,False,False,True
10,192501,9027,197,True,False,False
24,993179,1795,1121,False,False,False
24,97071,94,99,False,False,False
17,2670218,27721,2100,False,False,True
24,185025,422,136,False,False,False
24,344822,1120,232,False,False,False
23,139757,3688,257,False,False,True
22,486339,1317,861,False,False,False
24,507429,24558,528,False,False,True
24,163705,1746,227,False,False,False
24,239887,2712,341,False,False,False
1,119317,2369,189,False,False,False
22,1621421,4525,1186,False,False,False
24,150384,654,154,False,False,True
24,490605,3766,728,True,False,False
25,714195,1073,1394,True,False,False
24,1221124,17117,1332,False,False,False
24,113004,4835,1158,False,False,True
22,306330,1228,169,False,False,True
25,956286,2751,1170,False,False,False
24,5586916,667554,7160,False,False,True
24,143288,558,38,False,False,False
24,156836,548,94,False,False,False
24,412500,2617,513,False,False,False
28,274423,25462,722,False,False,False
25,150300,1159,118,False,False,False
1,865743,2329,419,False,False,False
24,228468,4212,480,False,False,False
1,171446,5971,284,False,False,False
23,104729,1355,162,False,False,True
24,1040033,3462,960,False,False,False
17,2863226,15225,2444,False,False,True
24,149456,3915,211,False,False,False
23,319870,17051,360,False,False,False
25,131544,3139,314,False,False,False
24,81992,1574,78,False,False,False
24,103735,2974,85,False,False,True
24,291136,728,223,False,False,True
27,163454,16906,296,False,False,True
25,666614,4965,311,False,False,False
24,516167,6309,206,False,False,False
24,187168,1158,292,False,False,True
25,113396,367,136,False,False,False
1,89003,363,52,False,False,True
1,166901,2477,165,False,False,False
1,874007,1685,656,True,False,False
24,87592,3960,561,False,False,True
24,311313,2125,184,False,False,True
24,120406,3051,123,False,False,False
24,268419,1179,162,False,False,False
23,2416713,222940,2673,False,False,False
1,145559,1626,172,False,False,True
26,2862576,46499,2821,False,False,True
23,46673,5830,56,False,False,True
24,154366,823,56,False,False,True
17,1494366,40970,1033,False,False,True
25,350336,3790,305,False,False,False
22,154578,8680,218,False,False,True
25,85471,2574,141,False,False,False
24,223415,3305,365,False,False,False
24,255907,2214,115,False,False,False
24,337232,3424,1813,False,False,False
25,208036,4719,303,False,False,False
23,2377198,178018,4413,False,False,True
24,62797,2174,102,False,False,True
24,50668,3547,494,False,False,True
24,311321,6180,428,False,False,False
28,529351,2397,885,False,False,False
24,116799,13421,273,False,False,False
26,73324,862,196,False,False,False
24,90983,180,30,False,False,False
24,113466,340,130,True,False,False
1,144797,2474,102,False,False,False
25,70974,320,32,False,False,True
24,2056700,46386,4458,False,False,False
24,28515,746,46,False,False,True
23,132376,4506,177,False,False,False
27,69443,11059,37,False,False,False
24,465122,17042,1185,False,False,False
24,179630,679,77,False,False,False
24,86192,1172,75,False,False,False
25,177657,1179,714,False,False,False
10,10478610,207831,9552,False,False,False
10,789757,1548,507,False,False,False
23,503540,41165,1272,False,False,False
23,492022,38370,1118,False,False,False
22,383433,1097,320,False,False,False
27,38510,2090,25,False,False,True
27,19992,0,0,True,True,True
17,158586,2113,151,False,False,False
10,800028,16508,623,False,False,False
10,697698,10391,580,False,False,False
24,157596,2028,87,False,False,False
24,86031,530,46,False,False,False
22,541570,0,0,False,True,False
24,109039,3262,156,False,False,False
25,477477,2651,374,False,False,False
24,106936,2805,96,False,False,False
24,161779,1098,129,False,False,False
24,127246,279,26,False,False,False
24,66429,5015,254,False,False,True
24,174012,3437,6653,False,False,False
10,2183158,33495,1576,False,False,False
24,130924,217,131,True,False,False
10,177847,3499,309,False,False,False
24,225631,268,84,False,False,False
24,103429,1963,131,False,False,True
25,223545,1373,101,False,False,False
25,46033,73,29,False,False,False
24,137988,241,193,False,False,True
25,62893,622,43,False,False,False
25,174392,8365,425,False,False,False
23,57505,2342,213,False,False,True
22,135368,221,60,False,False,False
24,172071,903,128,False,False,False
1,96206,1560,58,False,False,True
24,8368152,87366,43944,False,False,False
25,134553,967,208,True,False,False
24,121196,1381,110,False,False,False
24,93647,283,39,False,False,False
27,149038,5918,552,False,False,False
24,159259,1298,97,False,False,True
24,60306,600,107,False,False,False
23,104670,11203,466,False,False,False
24,255654,1664,55,False,False,False
24,294946,2264,506,False,False,False
1,160862,1004,106,False,False,False
25,144263,1239,143,False,False,False
22,379797,1394,181,False,False,False
10,63012,2195,95,False,False,True
24,128775,10063,359,False,False,False
25,62440,368,108,False,False,False
25,482666,1827,2762,False,False,False
25,45137,67,42,False,False,False
23,800649,57436,3159,False,False,False
23,75241,5187,175,False,False,False
24,45557,864,388,False,False,False
22,50604,4743,38,False,False,False
25,156343,1050,113,False,False,False
10,1807129,54666,1973,False,False,True
10,5251983,190775,5128,False,False,True
24,708953,60169,1532,False,False,True
1,2947793,4490,2263,False,False,False
10,1390980,59508,8811,False,False,True
1,300744,0,0,True,True,True
24,6349697,294616,14407,False,False,False
24,368040,1913,615,True,False,True
24,666649,5346,353,False,False,True
23,1041392,39519,3950,False,False,False
24,658954,13012,1142,False,False,True
22,1211314,6483,663,False,False,False
23,1318600,34302,972,False,False,False
24,546308,9208,3570,False,False,False
25,1061142,6358,833,False,False,False
22,176813,494,290,False,False,True
25,146835,861,118,True,False,True
1,1934253,13592,1271,False,False,True
23,1065897,84745,752,False,False,False
24,276814,2597,148,False,False,True
25,203679,870,421,False,False,True
23,312143,1794,195,False,False,True
43,1122821,7839,1268,False,False,True
24,568844,3310,226,False,False,True
23,4608764,273317,9405,False,False,False
1,652130,11488,2184,False,False,False
10,228963,5154,110,False,False,True
24,893068,7801,1028,False,False,True
10,921797,10512,1673,False,False,False
24,470310,930,503,False,False,True
24,276881,2468,214,False,False,True
24,943350,24357,2100,False,False,False
24,235317,2200,284,False,False,True
24,1550341,18662,1144,False,False,False
24,475829,1308,436,False,False,False
24,515501,2535,467,False,False,True
25,867133,5520,1627,False,False,True
17,2335267,13716,1308,False,False,True
1,353195,2756,347,False,False,True
1,1757675,3403,1582,False,False,False
25,1061777,5891,1701,False,False,False
25,327109,2197,523,False,False,True
17,3394865,31019,2458,False,False,True
23,438157,9964,439,False,False,True
10,697042,26700,650,False,False,True
24,290827,4705,786,False,False,False
10,995796,14936,521,False,False,False
23,448721,24053,225,False,False,True
24,322003,1421,220,False,False,True
24,172693,1122,102,False,False,True
22,61512,158,48,False,False,True
24,2433803,36787,2591,False,False,False
24,458145,5685,955,False,False,False
27,89745,8834,74,False,False,True
1,1309207,15990,6454,False,False,False
24,225624,485,160,False,False,True
24,249248,2323,214,False,False,True
25,742645,5303,707,False,False,False
22,234112,1880,443,False,False,True
24,2461699,12037,1734,False,False,False
24,979030,2956,502,False,False,False
25,93766,759,109,False,False,True
17,4106045,19015,3228,False,False,True
24,120261,16713,124,False,False,True
24,187229,3581,223,False,False,True
24,378994,2341,239,False,False,True
24,1597819,8705,747,False,False,True
25,70115,562,34,False,False,True
24,577726,2698,981,False,False,True
24,81289,113,54,False,False,True
25,178478,1265,174,False,False,False
25,100089,490,158,False,False,True
23,175496,1741,235,False,False,True
25,270408,2389,62,False,False,False
23,74063,7991,178,False,False,True
1,234815,4935,370,False,False,True
24,295872,1988,190,False,False,True
24,456374,2930,287,False,False,False
24,129231,2260,179,False,False,False
23,929959,133329,2633,False,False,False
25,77334,295,96,False,False,True
24,124782,6754,349,False,False,True
10,262796,10665,266,True,False,False
28,362502,28948,1208,False,False,False
24,77007,3388,483,False,False,True
10,9395757,129355,4858,False,False,False
25,139794,628,50,False,False,True
24,155911,2497,201,False,False,True
22,325197,8306,381,False,False,False
24,184611,353,41,False,False,True
24,132843,8005,483,False,False,True
22,255807,1104,142,False,False,True
24,70258,240,58,False,False,True
24,238649,862,67,False,False,False
24,202195,755,192,False,False,True
24,119776,2405,162,False,False,True
1,141781,499,79,False,False,True
24,643007,27686,626,False,False,True
24,546418,18951,803,False,False,False
24,3171129,66837,2838,False,False,False
1,352531,1060,148,False,False,True
10,877361,30330,387,False,False,True
23,183248,4197,318,False,False,True
17,2210506,50348,1382,False,False,True
1,11386061,184447,5556,False,False,False
24,11229929,171941,4683,False,False,False
25,150351,1894,203,False,False,True
1,1022432,3048,768,True,False,True
25,245127,1560,921,False,False,False
24,534414,2354,142,False,False,False
22,1979115,5623,1437,False,False,False
24,397494,1219,267,False,False,False
26,4128228,55961,3633,False,False,True
25,78191,233,84,False,False,True
23,3644430,229416,6627,False,False,True
25,1982112,6116,2900,False,False,False
24,6603124,722684,8768,False,False,True
24,1033501,1858,1179,False,False,False
24,149617,3220,512,False,False,True
25,799540,1200,1789,True,False,False
22,535756,1406,976,False,False,False
24,140665,3464,116,False,False,True
24,538235,3998,812,True,False,False
27,251575,21150,402,False,False,True
24,176136,1815,239,False,False,False
1,130912,2458,214,False,False,False
25,165936,3417,474,False,False,False
24,81634,4404,638,False,False,True
22,227883,10896,272,False,False,True
24,1281838,17425,1381,False,False,False
24,264186,2877,372,False,False,False
23,20235,616,86,False,False,True
24,70060,560,67,False,False,True
24,47801,138,9,False,False,True
22,35735,4206,95,False,False,True
25,292758,2162,161,False,False,True
25,68632,250,138,False,False,True
23,47889,4575,167,False,False,True
23,77900,2663,248,False,False,True
24,113143,4562,657,False,False,True
1,182900,6151,294,False,False,False
24,194048,3663,7287,False,False,False
28,1029854,70406,1101,False,False,True
24,193870,971,67,False,False,True
24,39634,390,68,False,False,True
24,332623,1326,186,False,False,False
24,233741,4262,491,False,False,False
24,207745,1191,331,False,False,True
24,158546,4028,227,False,False,False
1,189889,2610,185,False,False,False
24,442209,3976,2103,False,False,False
23,68874,7160,80,False,False,True
25,686912,5017,316,False,False,False
24,77318,691,68,False,False,True
24,118800,969,171,False,False,True
24,330285,2642,131,False,False,False
24,127995,3173,128,False,False,False
24,521728,6343,209,False,False,False
26,96854,1113,280,False,False,False
24,146660,421,197,True,False,False
1,916174,1741,686,True,False,False
24,184217,1086,165,False,False,True
25,96153,513,94,False,False,False
24,40138,876,63,False,False,True
24,254461,3503,398,False,False,False
10,980735,1758,626,False,False,False
25,388779,4000,324,False,False,False
17,81893,966,37,False,False,True
25,87222,294,40,False,False,True
24,238716,894,102,False,False,False
24,207182,1039,344,False,False,False
24,135652,14571,314,False,False,False
25,93035,2814,162,False,False,False
23,153138,4926,199,False,False,False
1,163956,2611,115,False,False,False
10,269755,4308,397,False,False,False
23,2477298,225649,2705,False,False,False
24,60123,321,56,False,False,True
28,556029,2527,927,False,False,False
24,3663141,330431,5326,False,False,False
10,3846957,86179,3704,False,False,True
1,962782,0,0,True,True,True
23,949590,69715,2703,False,False,False
24,1717568,10365,2008,False,False,False
22,705265,40669,574,False,False,False
10,6973988,219681,6331,False,False,True
24,970078,70621,1935,False,False,True
25,305019,1834,333,True,False,False
22,541448,3072,285,False,False,False
43,748860,5001,930,False,False,False
1,3670263,5474,2745,False,False,False
1,2643399,15679,1580,False,False,True
25,280946,1192,575,False,False,True
10,1656963,63937,9589,False,False,True
1,231918,8765,168,False,False,False
24,342938,2780,251,False,False,False
24,415772,3037,553,False,False,True
24,524977,3926,233,False,False,True
24,169454,795,108,False,False,False
25,185191,2218,265,False,False,False
24,405496,3056,302,False,False,False
24,354338,2092,387,False,False,False
24,102080,451,79,False,False,False
24,970550,6302,463,False,False,True
20,7563532,85112,10259,False,False,False
25,419219,2473,605,False,False,True
25,1161050,6615,2033,False,False,True
24,258620,700,154,True,False,False
10,400981,6264,201,False,False,True
24,459720,2213,774,True,False,True
24,448879,3634,349,False,False,True
22,232230,604,389,False,False,True
24,112985,1567,938,False,False,False
24,845830,14454,1287,False,False,True
25,179984,0,0,False,True,False
24,6767442,301662,14952,False,False,False
24,91655,478,62,False,False,False
24,257437,4253,326,False,False,True
10,741585,24116,948,False,False,False
23,1578769,37252,1101,False,False,False
10,939343,31372,820,False,False,True
24,630875,9869,3964,False,False,False
24,1000529,8484,1172,False,False,True
17,164859,785,106,False,False,True
26,90935,526,76,False,False,False
24,89222,2101,74,False,False,False
25,1202255,6984,964,False,False,False
23,423421,2153,243,False,False,True
22,133441,564,150,False,False,False
23,1215717,89747,847,False,False,False
28,141810,12231,417,False,False,False
23,189672,15883,439,False,False,False
24,195198,10032,637,False,False,True
24,373405,5712,387,False,False,True
24,683989,3023,1237,False,False,True
24,91630,7047,590,False,False,False
25,106269,712,56,False,False,True
1,1489986,4006,1092,True,False,True
24,637858,1825,644,False,False,False
24,643370,1160,658,False,False,True
26,26432,82,177,True,False,False
24,39478,186,30,False,False,False
24,118352,4063,112,False,False,False
25,128642,1048,154,False,False,False
17,2547724,54188,1568,False,False,True
24,131505,165,82,False,False,True
24,61492,366,70,False,False,False
24,460143,1879,325,False,False,True
1,396261,1330,198,False,False,False
24,76080,4247,119,False,False,False
24,449981,2627,317,False,False,True
24,96263,572,19,False,False,True
24,829984,7211,822,False,False,True
23,131142,11438,270,False,False,True
1,410676,3032,398,False,False,True
17,2586722,14801,1471,False,False,True
10,1059386,11249,1870,False,False,False
1,676298,11710,2250,False,False,False
26,4203591,40477,4066,False,False,True
25,393709,0,0,False,True,False
10,1342680,17685,702,False,False,False
23,542138,11020,543,False,False,True
27,46433,2404,33,False,False,False
24,1031763,25431,2267,False,False,False
27,124621,10668,98,False,False,True
23,4800152,278199,9601,False,False,False
25,40238,703,19,False,False,False
25,93731,752,135,False,False,True
24,102231,1497,458,False,False,False
23,31839,4410,78,False,False,False
23,571068,27604,281,False,False,True
10,1243965,45585,742,False,False,True
24,143599,1264,125,False,False,True
17,3668650,32163,2600,False,False,True
22,73034,184,60,False,False,True
1,1859108,3561,1645,False,False,False
10,336093,21241,648,False,False,False
25,129447,1982,101,False,False,True
23,216881,1920,272,False,False,True
25,116500,843,126,False,False,True
24,281700,579,182,False,False,True
24,1888660,9814,889,False,False,True
25,45682,342,17,False,False,True
17,122340,1632,88,False,False,False
22,271812,2022,533,False,False,True
22,41476,4331,128,False,False,False
10,178024,2517,472,False,False,True
29,64127,0,0,True,True,True
24,320353,5002,843,False,False,False
24,124756,595,144,False,False,False
24,109038,1346,450,False,False,False
25,82785,354,52,False,False,False
10,26621,190,21,False,False,False
24,625653,7503,1984,False,False,False
24,405003,2380,241,False,False,True
24,148593,18987,157,False,False,True
22,613130,1880,591,False,False,False
24,493930,5889,1026,False,False,False
27,25409,0,0,True,True,False
10,89112,2057,87,False,False,True
25,58714,385,21,False,False,True
25,804317,5535,766,False,False,False
25,86054,292,156,False,False,True
22,66731,189,15,False,False,True
24,1085288,3184,570,False,False,False
22,2340159,6927,1692,False,False,False
24,2522998,37123,2626,False,False,False
25,186855,3567,596,False,False,False
22,374263,1340,228,False,False,True
24,2575649,12279,1786,False,False,False
17,4361354,19709,3364,False,False,True
24,163190,94,104,False,False,False
24,235577,399,48,False,False,True
26,91837,582,73,False,False,False
1,274333,5227,399,False,False,True
1,50411,2363,119,False,False,False
24,162752,7746,421,False,False,True
1,11801227,188036,5800,False,False,False
24,95974,1587,131,False,False,True
1,181977,633,98,False,False,True
24,103137,4002,579,False,False,True
25,204973,1355,216,False,False,False
24,265959,1427,147,False,False,False
25,59533,351,72,False,False,True
25,314571,2715,79,False,False,False
24,122003,2793,112,False,False,False
22,119567,0,0,False,True,True
25,125591,746,58,False,False,True
24,147038,735,260,False,False,True
25,84608,1093,126,False,False,False
24,81556,108,46,False,False,False
10,88299,1149,120,False,False,False
22,293352,1778,176,False,False,True
24,179729,2708,247,False,False,True
24,107688,1486,129,False,False,True
23,999205,137752,2750,False,False,False
24,45059,378,34,False,False,False
25,85711,314,104,False,False,True
24,295021,1026,73,False,False,False
24,720235,8429,786,False,False,False
10,183757,4363,169,False,False,False
24,481561,3090,306,False,False,False
24,59075,544,147,False,False,False
10,54175,1540,20,False,False,True
24,87602,1199,38,False,False,True
24,182946,3557,604,False,False,True
27,12621,517,21,False,False,True
23,207817,4455,352,False,False,True
24,728427,29497,685,False,False,True
25,71603,228,64,False,False,True
24,33070,295,74,False,False,False
25,330043,1952,1162,False,False,False
17,1491081,11945,471,False,False,True
22,349815,8685,420,False,False,False
29,18664,1049,31,False,False,False
26,980299,10823,953,False,False,False
25,156070,1086,80,False,False,True
25,169434,1995,231,False,False,True
22,67239,103,80,True,False,True
25,43885,570,71,False,False,False
24,5763877,402776,7743,False,False,False
10,9678138,297706,19614,False,False,False
23,1434483,88170,3892,False,False,False
1,1383667,0,0,False,True,True
24,3737156,18834,4001,False,False,False
22,1442400,61295,1113,False,False,False
24,436518,1673,324,False,False,False
24,611509,97623,1686,False,False,False
1,418774,13066,279,False,False,False
24,144485,1938,124,False,False,False
10,8566331,243526,7236,False,False,True
24,409815,32173,564,False,False,False
17,523173,2516,527,True,False,False
24,225989,2522,1824,False,False,False
24,416755,3276,311,False,False,False
1,1608102,29445,1285,False,False,False
24,769772,4861,1050,False,False,False
1,3847190,16193,4571,False,False,True
20,9365576,97965,11054,False,False,False
24,1113823,76070,2110,False,False,True
24,288971,833,444,False,False,False
1,556256,1063,396,False,False,False
10,523137,6715,217,False,False,False
24,712291,4052,495,False,False,False
25,162610,1165,107,False,False,False
24,468039,7158,412,False,False,False
22,856381,4104,401,False,False,False
25,226072,1536,402,False,False,False
25,251040,2625,388,False,False,False
23,301521,20036,737,False,False,False
25,359572,0,0,False,True,False
24,229069,706,143,False,False,False
1,3205244,17219,1815,False,False,True
24,501041,5961,357,False,False,False
24,51590,55,78,False,False,False
17,915389,15877,1209,False,False,False
24,234286,984,171,False,False,False
24,513857,3388,731,False,False,True
23,402474,2577,276,False,False,False
24,391286,888,265,True,False,False
24,513212,2415,500,False,False,False
24,684208,4822,294,False,False,True
10,1802236,66063,9972,False,False,True
25,152308,1148,394,False,False,False
24,162793,658,265,False,False,False
24,128054,631,100,False,False,False
24,227300,793,59,False,False,False
24,51924,197,52,False,False,False
17,188919,861,113,False,False,True
10,2115896,27328,1132,False,False,False
24,484546,7193,548,False,False,True
26,153505,791,130,False,False,False
28,186673,17609,654,False,False,False
24,151805,520,186,False,False,False
23,48623,6643,76,False,False,False
24,368345,14290,2459,False,False,False
24,152361,8966,791,False,False,False
23,132229,4266,422,False,False,False
24,201896,1018,52,False,False,False
24,121000,556,86,False,False,False
25,1283557,7022,2235,False,False,True
24,84098,3916,236,False,False,False
24,255713,17529,279,False,False,False
10,575150,27665,891,False,False,False
10,471152,7076,311,False,False,True
24,557969,4282,459,False,False,True
24,46693,206,33,False,False,False
25,444808,2579,638,False,False,True
1,53915,2018,34,False,False,False
26,46405,125,346,True,False,False
25,80340,262,37,False,False,False
22,269769,1077,139,False,False,False
25,121364,917,195,False,False,True
24,128693,2592,143,False,False,False
24,497339,2339,832,True,False,True
26,245371,1375,276,False,False,False
24,765702,3365,1517,False,False,True
24,957827,15183,1369,False,False,True
24,198781,1093,108,False,False,False
10,148437,1398,174,False,False,False
24,73175,343,33,False,False,False
22,256287,667,444,False,False,True
25,143097,865,72,False,False,True
17,2758507,15509,1599,False,False,True
27,45544,2804,38,False,False,False
10,1115607,35092,936,False,False,True
24,583418,7037,546,False,False,True
1,613929,1764,305,False,False,False
24,115952,504,89,False,False,False
10,83986,436,94,False,False,False
17,119478,1648,104,False,False,False
24,77229,741,177,False,False,False
24,7055737,306755,15263,False,False,False
23,20317,3047,55,False,False,False
28,123139,22947,448,False,False,False
25,70966,939,38,False,False,False
24,246942,11148,742,False,False,True
24,171383,2030,647,False,False,False
24,39547,159,6,False,False,False
23,1729535,38743,1164,False,False,False
1,1844018,4832,1382,True,False,True
24,109073,5170,152,False,False,False
24,284124,6922,216,False,False,False
23,41574,1738,36,False,False,False
25,83963,370,53,False,False,False
23,80055,5881,171,False,False,False
24,670660,10203,4182,False,False,False
27,25350,0,0,True,True,False
25,131288,1008,73,False,False,False
25,110912,1246,157,False,False,False
24,55445,206,17,False,False,False
10,40991,2577,131,False,False,False
1,63830,269,50,False,False,False
24,133241,698,28,False,False,True
24,155735,198,106,False,False,True
24,158328,1024,140,False,False,False
24,709098,2007,727,False,False,False
24,89726,690,40,False,False,False
23,173715,13416,321,False,False,True
24,61251,119,27,False,False,False
23,1283467,92253,873,False,False,False
10,138688,1140,160,False,False,False
24,81209,317,54,False,False,False
24,852143,9188,2349,False,False,False
24,482975,2742,352,False,False,True
23,49772,5752,137,False,False,False
24,151627,349,34,False,False,False
10,1562209,56456,952,False,False,True
29,103675,0,0,True,True,True
24,29967,121,44,False,False,False
26,87536,2024,131,False,False,False
26,5217373,46787,5200,False,False,True
24,73403,127,19,False,False,False
1,462451,3236,450,False,False,True
28,113557,6006,182,False,False,False
25,55722,655,54,False,False,False
23,92476,718,74,False,False,False
25,172075,2370,140,False,False,True
24,157099,275,33,False,False,False
10,42641,433,60,False,False,False
24,65544,134,56,False,False,False
25,83565,824,105,False,False,False
24,57634,368,35,False,False,False
26,15066,721,28,False,False,False
22,28075,2154,49,False,False,False
25,128777,1923,605,False,False,False
10,1677249,20017,847,False,False,False
25,410415,0,0,False,True,False
25,210909,1680,131,False,False,False
27,17859,1158,21,False,False,False
27,142931,11574,110,False,False,True
24,44280,678,123,False,False,False
25,58278,411,25,False,False,True
1,56838,367,61,False,False,False
22,99686,364,31,False,False,True
23,47183,2713,143,False,False,False
10,1104234,11427,1912,False,False,False
22,846738,2331,749,False,False,False
1,688076,11797,2290,False,False,False
10,16795816,427531,29310,False,False,False
24,6853183,430699,9302,False,False,False
24,1516044,81560,4444,False,False,False
24,1396413,4234,1797,False,False,False
24,498708,2175,419,False,False,False
23,832130,60075,1039,False,False,False
23,981046,194681,3893,False,False,False
24,625352,2470,488,False,False,False
24,1302511,4500,1059,False,False,False
24,5224086,24660,5322,False,False,False
22,1967065,72757,1485,False,False,False
23,1657944,95462,4367,False,False,False
24,958368,123096,2293,False,False,False
1,1617944,0,0,False,True,True
1,2569153,36632,1770,False,False,False
24,446679,4063,387,False,False,False
24,398075,1962,337,False,False,False
43,802497,4553,1122,False,False,False
24,713411,42099,893,False,False,False
24,649011,7114,331,False,False,False
10,226877,8239,146,False,False,False
24,215493,2410,169,False,False,False
24,155911,191,220,False,False,False
24,441660,3262,325,False,False,False
25,426561,3562,305,False,False,False
1,5643806,20698,6209,False,False,True
1,514890,14944,349,False,False,False
25,378697,2080,627,False,False,False
24,755545,9937,601,False,False,False
10,210429,1301,17,False,False,False
25,271614,1191,187,True,False,False
24,111133,581,41,False,False,False
24,344791,1773,379,False,False,False
10,10101893,261664,8090,False,False,True
24,301833,3089,2347,False,False,False
1,702456,1357,653,False,False,False
24,78721,250,48,False,False,False
10,806596,7189,276,False,False,False
24,228211,1519,102,False,False,False
20,11459315,105870,11603,False,False,False
24,466171,3525,365,False,False,False
24,365383,1183,83,False,False,False
24,186451,901,302,False,False,False
1,208941,4776,477,False,False,False
23,363606,2300,218,False,False,False
24,513258,17146,3000,False,False,False
10,191615,13120,556,False,False,False
24,170376,3419,150,False,False,False
24,107057,3276,93,False,False,False
25,268778,5391,207,False,False,False
24,80372,379,51,False,False,False
26,181571,1004,130,False,False,False
25,202715,1297,129,False,False,False
24,295177,1372,217,False,False,False
24,996309,4862,668,False,False,False
24,151856,584,146,False,False,False
25,223542,2558,126,False,False,False
24,178338,648,111,False,False,False
1,689218,4356,90,False,False,False
24,136246,2893,146,False,False,False
24,206223,1587,351,False,False,False
24,1205160,79059,2200,False,False,True
23,361263,21689,878,False,False,False
24,81470,372,44,False,False,False
1,142655,429,113,False,False,False
24,193190,4254,201,False,False,False
17,1282129,19883,1425,False,False,False
24,874433,5891,400,False,False,True
26,3942272,35978,7387,False,False,False
24,189997,5819,515,False,False,False
1,868173,1453,622,False,False,False
24,37542,176,33,False,False,False
22,1031706,4647,456,False,False,False
25,425681,0,0,False,True,False
24,284689,904,432,False,False,False
28,163464,22899,745,False,False,False
24,133187,228,76,False,False,False
24,46786,396,31,False,False,False
24,613313,28106,571,False,False,False
26,405467,2185,543,False,False,False
22,266594,1138,171,False,False,False
25,279272,2764,442,False,False,False
24,41702,297,29,False,False,False
23,76047,8042,127,False,False,False
24,116301,403,78,False,False,False
23,522008,35253,360,False,False,False
22,47060,5292,129,False,False,False
27,47068,3532,43,False,False,False
1,3566946,18162,1956,False,False,True
24,261936,1072,196,False,False,False
25,66384,220,83,False,False,False
23,42204,1722,189,False,False,False
24,434895,954,318,True,False,False
24,549549,3518,797,False,False,True
27,40552,1023,76,False,False,False
26,195656,936,156,False,False,False
23,38292,1164,31,False,False,False
24,130602,324,51,False,False,False
24,692661,9760,750,False,False,True
23,200278,5166,526,False,False,False
27,26776,0,0,True,True,False
24,268001,1149,71,False,False,False
24,108930,809,54,False,False,False
25,51919,185,21,False,False,False
25,198506,1441,206,False,False,False
28,150423,6801,216,False,False,False
24,275740,3267,149,False,False,False
10,2209364,28390,1194,False,False,False
25,240767,1751,404,False,False,False
29,65208,0,0,True,True,False
10,1882178,67205,10179,False,False,True
25,135799,1443,213,False,False,False
22,107014,314,36,False,False,False
1,658892,2243,414,True,False,False
24,189512,10129,885,False,False,False
22,23977,280,50,False,False,False
24,141580,0,0,False,True,False
24,161085,581,122,False,False,False
24,264225,1245,138,False,False,False
24,104049,876,229,False,False,False
10,769360,31693,1060,False,False,False
24,108500,4510,276,False,False,False
1,549865,1703,282,False,False,False
17,204475,901,120,False,False,True
10,140993,3289,34,False,False,False
24,50184,386,60,False,False,False
25,17086,41,9,False,False,False
25,123529,6782,345,False,False,False
17,34436,84,16,False,False,False
